stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /etc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/PROJECTS/Eagle/EagleGUI/cbbuild/bin/allegro5.cfg r
system   I            xsystem.c:212  xglx_initialize                  [   0.00000] XGLX driver connected to X11 (The X.Org Foundation 11901000).
system   I            xsystem.c:214  xglx_initialize                  [   0.00000] X11 protocol version 11.0.
system   I            xsystem.c:228  xglx_initialize                  [   0.00000] events thread spawned.
system   I             system.c:257  al_install_system                [   0.00000] Allegro version: 5.2.3 (GIT)
PulseAudio D         pulseaudio.c:123  pulseaudio_open                  [   0.00416] PA_CONTEXT_READY
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.20713] Color format: r8 g8 b8 a8, 32 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.20714] Depth buffer: 24 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.20715] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.20716] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.20717] color: 32 (rgba 8888), depth: 24, stencil: 8, acc: 16161616, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.20718] Score is : 769
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.20719] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.20720] Decoding visual no. 24...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.20723] Single-buffer: yes
xglx_config D        xglx_config.c:22   display_pixel_format             [   0.20725] Swap method: undefined
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.20726] Color format: r8 g8 b8 a8, 32 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.20727] Depth buffer: 32 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.20728] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.20729] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.20730] color: 32 (rgba 8888), depth: 32, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.20732] Single Buffer requirement not met.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.20733] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.20734] Decoding visual no. 25...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.20735] Single-buffer: yes
xglx_config D        xglx_config.c:20   display_pixel_format             [   0.20737] Swap method: copy
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.20738] Color format: r8 g8 b8 a8, 32 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.20739] Depth buffer: 32 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.20740] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.20741] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.20742] color: 32 (rgba 8888), depth: 32, stencil: 0, acc: 16161616, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.20744] Single Buffer requirement not met.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.20745] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.20746] Decoding visual no. 26...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.20747] Single-buffer: no
xglx_config D        xglx_config.c:22   display_pixel_format             [   0.20749] Swap method: undefined
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.20750] Color format: r8 g8 b8 a8, 32 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.20751] Depth buffer: 32 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.20752] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.20753] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.20754] color: 32 (rgba 8888), depth: 32, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.20756] Score is : 769
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.20757] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.20758] Decoding visual no. 27...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.20760] Single-buffer: no
xglx_config D        xglx_config.c:20   display_pixel_format             [   0.20761] Swap method: copy
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.20762] Color format: r8 g8 b8 a8, 32 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.20763] Depth buffer: 32 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.20765] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.20766] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.20767] color: 32 (rgba 8888), depth: 32, stencil: 0, acc: 16161616, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.20768] Score is : 769
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.20769] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.20770] Decoding visual no. 28...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.20772] Single-buffer: no
xglx_config D        xglx_config.c:22   display_pixel_format             [   0.20826] Swap method: undefined
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.20829] Color format: r8 g8 b8 a8, 32 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.20830] Depth buffer: 32 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.20831] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.20832] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.20833] color: 32 (rgba 8888), depth: 32, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.20834] Score is : 769
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.20835] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.20837] Decoding visual no. 29...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.20838] Single-buffer: no
xglx_config D        xglx_config.c:20   display_pixel_format             [   0.20839] Swap method: copy
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.20840] Color format: r8 g8 b8 a8, 32 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.20841] Depth buffer: 32 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.20842] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.20853] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.20855] color: 32 (rgba 8888), depth: 32, stencil: 0, acc: 16161616, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.20856] Score is : 769
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.20857] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.20858] Decoding visual no. 30...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.20860] Single-buffer: yes
xglx_config D        xglx_config.c:22   display_pixel_format             [   0.20861] Swap method: undefined
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.20862] Color format: r8 g8 b8 a0, 24 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.20863] Depth buffer: 0 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.20865] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.20866] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.20867] color: 24 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.20868] Single Buffer requirement not met.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.20869] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.20870] Decoding visual no. 31...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.21022] Single-buffer: yes
xglx_config D        xglx_config.c:20   display_pixel_format             [   0.21626] Swap method: copy
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.21633] Color format: r8 g8 b8 a0, 24 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.21634] Depth buffer: 0 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.21635] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.21637] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.21638] color: 24 (rgba 8880), depth: 0, stencil: 0, acc: 16161616, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.21639] Single Buffer requirement not met.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.21640] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.21641] Decoding visual no. 32...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.21643] Single-buffer: no
xglx_config D        xglx_config.c:22   display_pixel_format             [   0.21645] Swap method: undefined
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.21646] Color format: r8 g8 b8 a0, 24 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.21647] Depth buffer: 0 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.21648] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.21649] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.21650] color: 24 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.21651] Score is : 769
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.21652] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.21653] Decoding visual no. 33...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.21655] Single-buffer: no
xglx_config D        xglx_config.c:20   display_pixel_format             [   0.21656] Swap method: copy
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.21657] Color format: r8 g8 b8 a0, 24 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.21658] Depth buffer: 0 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.21659] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.21660] Samples: 0
display  D   display_settings.c:212  debug_display_settings           [   0.21661] color: 24 (rgba 8880), depth: 0, stencil: 0, acc: 16161616, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.21662] Score is : 769
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.21663] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.21664] Decoding visual no. 34...
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.21666] Single-buffer: no
xglx_config D        xglx_config.c:22   display_pixel_format             [   0.21668] Swap method: undefined
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.21669] Color format: r8 g8 b8 a0, 24 bit
